date,interest_income,interest_expense,average_earning_assets,net_income,total_assets,shareholder_equity,operating_expenses,operating_income,market_share,stock_price,net_interest_income,net_interest_margin,return_on_assets,return_on_equity,cost_to_income_ratio
2023-05-11,2071295.0,693928.0,56262105.0,1677114.0,88100706.0,29133790.0,1373590.0,3394597.0,18.0,179.0,1377367.0,2.45,1.9,5.76,40.46
2023-05-12,2743974.0,855249.0,56671318.0,1135044.0,98820039.0,23937270.0,1373222.0,3806242.0,15.0,111.0,1888725.0,3.33,1.15,4.74,36.08
2023-05-15,2887121.0,719930.0,50494592.0,1857263.0,97825389.0,26739013.0,1136571.0,4297991.0,14.0,98.0,2167191.0,4.29,1.9,6.95,26.44
2023-05-16,2273255.0,781209.0,53578226.0,1112217.0,88379341.0,27089975.0,930147.0,3679682.0,19.0,186.0,1492046.1,2.78,1.26,4.11,25.28
2023-05-17,2299648.0,714532.0,56149031.0,1566161.0,89890633.0,28805586.0,1255083.0,4090445.0,17.0,141.0,1585116.0,2.82,1.74,5.44,30.68
2023-05-18,2657162.0,588092.0,52427540.0,1892964.0,86579137.0,21033316.0,1207820.0,3557243.0,16.0,173.0,2069070.1,3.95,2.19,9.0,33.95
2023-05-19,,2450511.0,51715630.0,,90980269.0,24819075.0,970914.0,4634252.0,16.0,110.0,,,,,20.95
2023-05-22,2466872.0,789106.0,50318408.0,1403119.0,81912584.0,24742297.0,1235381.0,4814188.0,15.0,97.0,1677766.1,3.33,1.71,5.67,25.66
2023-05-23,2825816.0,528295.0,58856884.0,1658380.0,94178388.0,23868452.0,1093409.0,3010207.0,29.0,185.0,2297521.0,3.9,1.76,6.95,36.32
2023-05-24,2374705.0,513807.0,58900019.0,1828187.0,97002265.0,28074037.0,1062455.0,3218401.0,12.0,107.0,1860897.9,3.16,1.88,6.51,33.01
2023-05-25,2571542.0,935564.0,53117172.0,1872388.0,94846767.0,21312743.0,979713.0,3985132.0,28.0,150.0,1635977.9,3.08,1.97,8.79,24.58
2023-05-26,2808350.0,657504.0,59272985.0,1086988.0,94677441.0,27420105.0,1497622.0,3159292.0,24.0,161.0,2150846.0,3.63,1.15,3.96,47.4
2023-05-30,2610269.0,976501.0,56304680.0,1569936.0,91250117.0,20104195.0,1398112.0,4525842.0,13.0,111.0,1633768.0,2.9,1.72,7.81,30.89
2023-05-31,2978217.0,738067.0,54235042.0,1125991.0,80747419.0,27008443.0,1387687.0,3496762.0,21.0,88.0,2240150.0,4.13,1.39,4.17,39.68
2023-06-01,2554594.0,985008.0,51898739.0,1402732.0,89468532.0,25276728.0,1004214.0,4253733.0,15.0,107.0,1569585.9,3.02,1.57,5.55,23.61
2023-06-02,2147718.0,951070.0,59617944.0,1506079.0,85438684.0,24101036.0,1264485.0,4070607.0,28.0,148.0,1196648.0,2.01,1.76,6.25,31.06
2023-06-05,2308987.0,933478.0,51017433.0,1901437.0,82380932.0,29727094.0,1226549.0,3463937.0,13.0,93.0,1375509.0,2.7,2.31,6.4,35.41
2023-06-06,2645263.0,668152.0,58104010.0,1526684.0,81654753.0,22165251.0,857584.0,3867239.0,24.0,78.0,1977111.0,3.4,1.87,6.89,22.18
2023-06-07,,894540.0,54661029.0,,93685039.0,29866460.0,1048939.0,3595600.0,18.0,108.0,,,,,29.17
2023-06-08,2107512.0,853411.0,53678086.0,1936633.0,88793380.0,27303693.0,991077.0,3584054.0,14.0,120.0,1254101.0,2.34,2.18,7.09,27.65
2023-06-09,,666981.0,51581530.0,,96673742.0,23214850.0,1359738.0,4192097.0,22.0,141.0,,,,,32.44
2023-06-12,2470587.0,720411.0,52087258.0,1656951.0,90104107.0,27983439.0,1264871.0,3351977.0,27.0,58.0,1750176.0,3.36,1.84,5.92,37.74
2023-06-13,2373616.0,519870.0,54856447.0,1011303.0,80571107.0,28874883.0,1074226.0,3187771.0,14.0,176.0,1853745.9,3.38,1.26,3.5,33.7
2023-06-14,2657409.0,927794.0,58369066.0,1161633.0,96064554.0,28687479.0,1384393.0,3237199.0,25.0,183.0,1729615.0,2.96,1.21,4.05,42.77
2023-06-15,2686976.0,703196.0,56857658.0,1333863.0,90905942.0,28268541.0,1117216.0,3998757.0,28.0,194.0,1983780.0,3.49,1.47,4.72,27.94
2023-06-16,2365871.0,748683.0,50996530.0,1249690.0,82086213.0,29546263.0,811032.0,4809595.0,23.0,193.0,1617188.0,3.17,1.52,4.23,16.86
2023-06-20,2375037.0,734677.0,59159861.0,1784108.0,99556715.0,22949281.0,906940.0,3760129.0,25.0,180.0,1640360.0,2.77,1.79,7.77,24.12
2023-06-21,2807364.0,526790.0,52601623.0,1099616.0,90302330.0,27356061.0,1004748.0,3635329.0,24.0,70.0,2280574.0,4.34,1.22,4.02,27.64
2023-06-22,2117796.0,618874.0,59766854.0,1910597.0,91199468.0,21294929.0,1161552.0,3640473.0,13.0,113.0,1498921.9,2.51,2.09,8.97,31.91
2023-06-23,2291999.0,787433.0,56231219.0,1086231.0,88937492.0,22504594.0,926727.0,3177164.0,16.0,139.0,1504566.1,2.68,1.22,4.83,29.17
2023-06-26,,948345.0,54108997.0,,81999254.0,21243294.0,773869.0,4505463.0,25.0,85.0,,,,,17.18
2023-06-27,2990198.0,724786.0,53364695.0,1019623.0,85044842.0,23567675.0,1491842.0,4583214.0,17.0,111.0,2265412.0,4.25,1.2,4.33,32.55
2023-06-28,2698376.0,987462.0,51045482.0,1723035.0,84156532.0,27711634.0,1411404.0,3751518.0,26.0,125.0,1710913.9,3.35,2.05,6.22,37.62
2023-06-29,2269544.0,515485.0,55786265.0,1490042.0,86592910.0,29285424.0,1418675.0,4935867.0,25.0,62.0,1754059.0,3.14,1.72,5.09,28.74
2023-06-30,2380002.0,806626.0,55908635.0,1458298.0,85561112.0,22414802.0,902416.0,3513313.0,19.0,60.0,1573376.0,2.81,1.7,6.51,25.69
2023-07-03,2698002.0,586188.0,57487345.0,1476840.0,87909699.0,20443031.0,1311004.0,4042726.0,19.0,103.0,2111814.0,3.67,1.68,7.22,32.43
2023-07-05,2539439.0,504748.0,59683910.0,1105228.0,91255948.0,29479276.0,1278533.0,4834434.0,11.0,65.0,2034691.0,3.41,1.21,3.75,26.45
2023-07-06,2968911.0,717841.0,50570451.0,1426346.0,80258517.0,26444345.0,1267344.0,4117063.0,18.0,57.0,2251070.0,4.45,1.78,5.39,30.78
2023-07-07,2590978.0,640507.0,58408424.0,1707116.0,89745741.0,22790373.0,1110925.0,3148694.0,26.0,153.0,1950471.0,3.34,1.9,7.49,35.28
2023-07-10,2528787.0,765853.0,50967344.0,1884056.0,86428540.0,23916643.0,1475024.0,3123853.0,20.0,108.0,1762934.1,3.46,2.18,7.88,47.22
2023-07-11,2530583.0,623961.0,52412149.0,1681652.0,80705475.0,27061183.0,1020701.0,4363837.0,19.0,106.0,1906622.1,3.64,2.08,6.21,23.39
2023-07-12,2907317.0,530355.0,55398869.0,1898217.0,95560243.0,23287058.0,979687.0,3235062.0,26.0,89.0,2376962.0,4.29,1.99,8.15,30.28
2023-07-13,2388215.0,686843.0,53352252.0,1520547.0,91177498.0,25510493.0,1130634.0,4500186.0,13.0,179.0,1701372.0,3.19,1.67,5.96,25.12
2023-07-14,,951015.0,53732839.0,,84338843.0,20290998.0,1449971.0,3233077.0,25.0,143.0,,,,,44.85
2023-07-17,2798615.0,906332.0,59427504.0,1069274.0,80424226.0,24855920.0,1196507.0,3887516.0,29.0,187.0,1892283.0,3.18,1.33,4.3,30.78
2023-07-18,2422515.0,656542.0,57022336.0,1133541.0,92056199.0,21828022.0,1109940.0,4072358.0,24.0,93.0,1765973.0,3.1,1.23,5.19,27.26
2023-07-19,2668234.0,673416.0,55768927.0,1053947.0,95843433.0,26367712.0,965972.0,4558068.0,14.0,188.0,1994817.9,3.58,1.1,4.0,21.19
2023-07-20,2378480.0,805062.0,52878604.0,1677894.0,84117923.0,21409854.0,816656.0,4863462.0,15.0,129.0,1573417.9,2.98,1.99,7.84,16.79
2023-07-21,2032711.0,814368.0,54327858.0,1194692.0,86303745.0,27997043.0,717087.0,4902912.0,26.0,130.0,1218343.0,2.24,1.38,4.27,14.63
2023-07-24,2791971.0,539298.0,57433533.0,1048874.0,80698956.0,20181360.0,993481.0,3654224.0,10.0,51.0,2252673.0,3.92,1.3,5.2,27.19
2023-07-25,,2527089.0,58652831.0,,92290137.0,22444026.0,836554.0,4457384.0,28.0,189.0,,,,,18.77
2023-07-26,2184423.0,561629.0,55984684.0,1074553.0,86278602.0,22515419.0,1185757.0,3153245.0,13.0,164.0,1622793.9,2.9,1.25,4.77,37.6
2023-07-27,2978771.0,828184.0,52694287.0,1592632.0,86143326.0,25532410.0,882024.0,4999284.0,26.0,139.0,2150587.0,4.08,1.85,6.24,17.64
2023-07-28,2516349.0,992734.0,56511634.0,1835570.0,80175211.0,24138286.0,836535.0,4170834.0,18.0,72.0,1523615.0,2.7,2.29,7.6,20.06
2023-07-31,,730907.0,54621056.0,,87519817.0,29679818.0,1467524.0,4684532.0,11.0,195.0,,,,,31.33
2023-08-01,2912495.0,790160.0,58976973.0,1571926.0,92481574.0,28333100.0,1294736.0,3454418.0,17.0,111.0,2122335.0,3.6,1.7,5.55,37.48
2023-08-02,2657917.0,523960.0,50703662.0,1078249.0,87412620.0,26893728.0,1228936.0,4531192.0,24.0,162.0,2133957.0,4.21,1.23,4.01,27.12
2023-08-03,2824792.0,795735.0,51305585.0,1892297.0,98660592.0,23584197.0,1092720.0,4434904.0,16.0,177.0,2029057.0,3.95,1.92,8.02,24.64
2023-08-04,2737378.0,713920.0,54092097.0,1527007.0,95848375.0,20311955.0,995767.0,4555157.0,15.0,111.0,2023457.9,3.74,1.59,7.52,21.86
2023-08-07,,865477.0,52659440.0,,88544291.0,22127599.0,1152372.0,4472542.0,10.0,87.0,,,,,25.77
2023-08-08,2767836.0,742804.0,59988209.0,1470452.0,91392083.0,24933594.0,735634.0,3278710.0,24.0,110.0,2025032.0,3.38,1.61,5.9,22.44
2023-08-09,2986001.0,876965.0,53943645.0,1429725.0,84730741.0,29953678.0,1076742.0,3662550.0,16.0,178.0,2109036.0,3.91,1.69,4.77,29.4
2023-08-10,2702335.0,960857.0,54495013.0,1042534.0,85605126.0,24835451.0,1011478.0,4006111.0,26.0,198.0,1741478.1,3.2,1.22,4.2,25.25
2023-08-11,2807789.0,2395617.0,56094467.0,2991036.0,93952821.0,24382794.0,1246342.0,3562621.0,11.0,171.0,412172.0,0.73,3.18,12.27,34.98
2023-08-14,2643409.0,629695.0,59623424.0,1616529.0,94394752.0,27323494.0,1294316.0,4432649.0,18.0,159.0,2013713.9,3.38,1.71,5.92,29.2
2023-08-15,2077505.0,915916.0,55517366.0,1412003.0,98683255.0,26699144.0,1246495.0,4784841.0,18.0,62.0,1161589.0,2.09,1.43,5.29,26.05
2023-08-16,2002869.0,796764.0,53448678.0,1126209.0,93149868.0,24698713.0,1173866.0,3613859.0,22.0,149.0,1206105.0,2.26,1.21,4.56,32.48
2023-08-17,2781474.0,734286.0,59515807.0,1442061.0,81455465.0,27867791.0,1455181.0,4168839.0,15.0,184.0,2047188.0,3.44,1.77,5.17,34.91
2023-08-18,2454351.0,628148.0,55211593.0,1189004.0,92581422.0,23790328.0,1305842.0,4967669.0,15.0,71.0,1826203.0,3.31,1.28,5.0,26.29
2023-08-21,2312252.0,782703.0,58370262.0,1616412.0,91098252.0,25289730.0,1376746.0,4598099.0,29.0,123.0,1529549.0,2.62,1.77,6.39,29.94
2023-08-22,2636584.0,986261.0,54846769.0,1615947.0,80211830.0,24437610.0,1307564.0,3000159.0,29.0,181.0,1650323.0,3.01,2.01,6.61,43.58
2023-08-23,2618467.0,855540.0,57449607.0,1164134.0,85987029.0,23239536.0,1014925.0,4716081.0,12.0,72.0,1762927.0,3.07,1.35,5.01,21.52
2023-08-24,2090272.0,692714.0,54043064.0,1075713.0,86516616.0,22326133.0,1408140.0,3998413.0,26.0,168.0,1397558.1,2.59,1.24,4.82,35.22
2023-08-25,2038467.0,707611.0,52602967.0,1742623.0,84755976.0,27948140.0,892512.0,4211569.0,26.0,119.0,1330856.0,2.53,2.06,6.24,21.19
2023-08-28,2809760.0,783876.0,53438550.0,1488972.0,86897673.0,25720626.0,1232498.0,3367003.0,21.0,133.0,2025884.0,3.79,1.71,5.79,36.61
2023-08-29,2877844.0,759747.0,50076218.0,1977965.0,92448727.0,26221714.0,1268651.0,4195885.0,25.0,150.0,2118097.0,4.23,2.14,7.54,30.24
2023-08-30,2480047.0,591362.0,56878974.0,1075418.0,86002296.0,26374825.0,1466535.0,4156083.0,24.0,133.0,1888685.0,3.32,1.25,4.08,35.29
2023-08-31,2659347.0,923570.0,50770044.0,1984176.0,96852604.0,25005858.0,1302567.0,4974324.0,22.0,77.0,1735777.0,3.42,2.05,7.93,26.19
2023-09-01,2058871.0,775987.0,55579079.0,1128232.0,86810183.0,27028722.0,891420.0,4063319.0,10.0,185.0,1282884.0,2.31,1.3,4.17,21.94
2023-09-05,2939903.0,614065.0,53185714.0,1952336.0,98552983.0,28221252.0,1410644.0,4801038.0,26.0,50.0,2325838.0,4.37,1.98,6.92,29.38
2023-09-06,2128391.0,833870.0,51728096.0,1520551.0,87983823.0,28975708.0,1200844.0,4094677.0,12.0,112.0,1294521.0,2.5,1.73,5.25,29.33
2023-09-07,2439430.0,517640.0,58736347.0,1163038.0,88373296.0,23415871.0,903196.0,4291293.0,24.0,71.0,1921790.1,3.27,1.32,4.97,21.05
2023-09-08,2610704.0,552528.0,58860935.0,1990049.0,90718361.0,21877971.0,899919.0,3645822.0,13.0,119.0,2058176.0,3.5,2.19,9.1,24.68
2023-09-11,2856703.0,800557.0,57667105.0,1930491.0,85877809.0,27997488.0,1115648.0,4394947.0,13.0,174.0,2056145.9,3.57,2.25,6.9,25.38
2023-09-12,2830496.0,759214.0,52694946.0,1168383.0,89886226.0,26814612.0,957324.0,4279180.0,27.0,198.0,2071281.9,3.93,1.3,4.36,22.37
2023-09-13,,814782.0,54229215.0,,88002619.0,24963401.0,1419449.0,4236026.0,26.0,145.0,,,,,33.51
2023-09-14,2725451.0,945952.0,51922135.0,1325996.0,94978249.0,22866757.0,1454651.0,4906134.0,28.0,128.0,1779499.0,3.43,1.4,5.8,29.65
2023-09-15,2107450.0,610133.0,57021855.0,1258722.0,87667857.0,29725529.0,1358681.0,4891079.0,20.0,54.0,1497317.0,2.63,1.44,4.23,27.78
2023-09-18,,868501.0,50978039.0,,84428690.0,25913318.0,1130599.0,4775057.0,29.0,109.0,,,,,23.68
2023-09-19,2438741.0,699938.0,59288493.0,1202053.0,85439433.0,26741286.0,1075960.0,3336907.0,12.0,169.0,1738803.0,2.93,1.41,4.5,32.24
2023-09-20,2281974.0,650159.0,58997354.0,1600530.0,88889782.0,21577969.0,1434042.0,3487030.0,17.0,95.0,1631815.0,2.77,1.8,7.42,41.13
2023-09-21,2934933.0,672502.0,57352207.0,1178589.0,82881777.0,23651387.0,1347341.0,4808286.0,23.0,183.0,2262431.0,3.94,1.42,4.98,28.02
2023-09-22,2400109.0,655576.0,50499876.0,1503238.0,99526212.0,21711672.0,1172406.0,3405453.0,10.0,105.0,1744533.0,3.45,1.51,6.92,34.43
2023-09-25,2116381.0,900330.0,51962165.0,1029257.0,96972462.0,25905950.0,883965.0,3671009.0,23.0,159.0,1216051.0,2.34,1.06,3.97,24.08
2023-09-26,2473125.0,841003.0,57985620.0,1480488.0,83696176.0,23212883.0,866892.0,3168785.0,11.0,153.0,1632121.9,2.81,1.77,6.38,27.36
2023-09-27,,861801.0,50611213.0,,90732002.0,23028631.0,834832.0,3204535.0,13.0,126.0,,,,,26.05
2023-09-28,2134508.0,904191.0,50768734.0,1144353.0,88899691.0,27232212.0,853262.0,3700769.0,28.0,195.0,1230317.0,2.42,1.29,4.2,23.06
2023-09-29,2729650.0,511023.0,57750575.0,1323390.0,94697697.0,26423959.0,767411.0,3179838.0,15.0,51.0,2218627.0,3.84,1.4,5.01,24.13
2023-10-02,2862645.0,521447.0,54241361.0,1263579.0,97789600.0,26984297.0,985521.0,3570442.0,10.0,57.0,2341198.0,4.32,1.29,4.68,27.6
2023-10-03,2399111.0,983685.0,55511174.0,1229947.0,97644180.0,24024733.0,1139953.0,3269160.0,26.0,124.0,1415425.9,2.55,1.26,5.12,34.87
2023-10-04,2150810.0,888043.0,51839433.0,1231758.0,88437712.0,24859221.0,738211.0,3472779.0,17.0,174.0,1262767.0,2.44,1.39,4.95,21.26
2023-10-05,2292890.0,786103.0,56569632.0,1615645.0,80863663.0,29802630.0,913981.0,3441904.0,28.0,87.0,1506787.0,2.66,2.0,5.42,26.55
2023-10-06,2573665.0,566203.0,53672214.0,1157732.0,85783182.0,23801250.0,965888.0,3876110.0,10.0,76.0,2007462.1,3.74,1.35,4.86,24.92
2023-10-10,2965908.0,881300.0,52026580.0,1922588.0,95821218.0,29340854.0,1480926.0,3898488.0,14.0,69.0,2084608.0,4.01,2.01,6.55,37.99
2023-10-11,2840477.0,1982325.0,57229039.0,3999402.0,93147590.0,20019675.0,987139.0,3578526.0,25.0,189.0,858152.0,1.5,4.29,19.98,27.59
2023-10-12,2360032.0,509337.0,57507324.0,1931011.0,81206861.0,28462605.0,1372337.0,3320752.0,15.0,92.0,1850695.0,3.22,2.38,6.78,41.33
2023-10-13,2957294.0,546427.0,56202258.0,1727955.0,83119612.0,29356169.0,1453298.0,4661945.0,17.0,80.0,2410867.0,4.29,2.08,5.89,31.17
2023-10-16,2369599.0,823673.0,54339235.0,1608095.0,96179640.0,20486799.0,1258830.0,4296220.0,22.0,140.0,1545926.1,2.84,1.67,7.85,29.3
2023-10-17,,864167.0,59880860.0,,99668221.0,26810805.0,710651.0,4997977.0,25.0,110.0,,,,,14.22
2023-10-18,2750020.0,846809.0,53526737.0,1902385.0,84936600.0,22238057.0,799239.0,3837393.0,12.0,158.0,1903211.0,3.56,2.24,8.55,20.83
2023-10-19,2879611.0,605787.0,58790529.0,1138563.0,94648065.0,24464344.0,1450704.0,4248351.0,28.0,140.0,2273824.0,3.87,1.2,4.65,34.15
2023-10-20,2171836.0,662993.0,52008960.0,1783066.0,84736319.0,20566088.0,1137625.0,3962261.0,21.0,144.0,1508843.0,2.9,2.1,8.67,28.71
2023-10-23,2729903.0,795451.0,54455214.0,1506047.0,95578914.0,26558947.0,855378.0,4861925.0,25.0,192.0,1934452.0,3.55,1.58,5.67,17.59
2023-10-24,2045714.0,920571.0,58476563.0,1705552.0,94160134.0,20658003.0,850158.0,3940240.0,20.0,193.0,1125143.0,1.92,1.81,8.26,21.58
2023-10-25,2974339.0,996484.0,56918889.0,1997899.0,97034897.0,20805113.0,1107592.0,3814422.0,19.0,62.0,1977855.0,3.47,2.06,9.6,29.04
2023-10-26,2627234.0,627016.0,53816446.0,1910229.0,82054780.0,29322004.0,1023494.0,4111127.0,29.0,162.0,2000217.9,3.72,2.33,6.51,24.9
2023-10-27,2896048.0,766979.0,53376513.0,1326032.0,80842186.0,25028035.0,1033569.0,3734983.0,13.0,84.0,2129069.0,3.99,1.64,5.3,27.67
2023-10-30,2630271.0,520159.0,51937878.0,1597897.0,94578363.0,24034464.0,1196574.0,4726376.0,21.0,198.0,2110112.0,4.06,1.69,6.65,25.32
2023-10-31,2466960.0,997562.0,56193956.0,1795509.0,90939922.0,29992154.0,1129852.0,3166277.0,11.0,97.0,1469398.1,2.61,1.97,5.99,35.68
2023-11-01,2711851.0,678677.0,51705215.0,1772800.0,87116355.0,22092101.0,1144865.0,4038660.0,28.0,84.0,2033174.1,3.93,2.03,8.02,28.35
2023-11-02,2124123.0,883934.0,55437149.0,1253973.0,85538917.0,25995134.0,1127826.0,3080811.0,14.0,135.0,1240189.0,2.24,1.47,4.82,36.61
2023-11-03,2936093.0,867760.0,57271476.0,1283097.0,81124905.0,29844689.0,1365418.0,3779128.0,17.0,163.0,2068333.0,3.61,1.58,4.3,36.13
2023-11-06,2305628.0,931304.0,56429611.0,1994423.0,83105958.0,28503967.0,955948.0,3841535.0,16.0,149.0,1374324.0,2.44,2.4,7.0,24.88
2023-11-07,2082989.0,840896.0,53266402.0,1376826.0,85559277.0,26208714.0,1221481.0,4512604.0,23.0,148.0,1242093.0,2.33,1.61,5.25,27.07
2023-11-08,2298356.0,817428.0,58121849.0,1514257.0,95315296.0,26762126.0,1171249.0,3959131.0,12.0,52.0,1480928.0,2.55,1.59,5.66,29.58
2023-11-09,2829957.0,819187.0,58104789.0,1854321.0,88593059.0,26342057.0,764200.0,4416842.0,27.0,134.0,2010769.9,3.46,2.09,7.04,17.3
2023-11-13,2178274.0,666619.0,54108880.0,1679181.0,98757506.0,23541483.0,805848.0,3234104.0,25.0,174.0,1511655.0,2.79,1.7,7.13,24.92
2023-11-14,2687995.0,859151.0,55499593.0,1430783.0,91812936.0,21512760.0,806022.0,4591872.0,28.0,187.0,1828844.0,3.3,1.56,6.65,17.55
2023-11-15,2325352.0,582844.0,54261946.0,1115374.0,93138567.0,29851044.0,1401979.0,3202346.0,28.0,132.0,1742508.0,3.21,1.2,3.74,43.78
2023-11-16,,527532.0,50090093.0,,80403322.0,23557689.0,1112755.0,4605266.0,27.0,74.0,,,,,24.16
2023-11-17,,665421.0,59944790.0,,94748072.0,21863236.0,1480741.0,3184456.0,29.0,117.0,,,,,46.5
2023-11-20,2789852.0,622402.0,51732465.0,1601763.0,94752304.0,27863426.0,762068.0,4832858.0,25.0,110.0,2167450.0,4.19,1.69,5.75,15.77
2023-11-21,2883184.0,618012.0,53173584.0,1484090.0,96055099.0,29988400.0,1170529.0,4447585.0,17.0,78.0,2265172.0,4.26,1.55,4.95,26.32
2023-11-22,2131373.0,938661.0,52859244.0,1873698.0,94952964.0,20450930.0,861445.0,4544619.0,10.0,176.0,1192712.0,2.26,1.97,9.16,18.96
2023-11-24,2438452.0,898929.0,50886040.0,1676787.0,84077716.0,27402324.0,1388514.0,3136643.0,26.0,68.0,1539523.0,3.03,1.99,6.12,44.27
2023-11-27,2115294.0,556178.0,50322918.0,1887164.0,90479153.0,27946232.0,837103.0,4538659.0,21.0,123.0,1559116.0,3.1,2.09,6.75,18.44
2023-11-28,2459451.0,549407.0,52245909.0,1289227.0,81908802.0,23498408.0,924605.0,4982289.0,20.0,110.0,1910044.0,3.66,1.57,5.49,18.56
2023-11-29,2971744.0,963556.0,50116739.0,1742406.0,87334901.0,25403252.0,903047.0,4162126.0,14.0,69.0,2008188.0,4.01,2.0,6.86,21.7
2023-11-30,,550990.0,59675193.0,,98325291.0,20091006.0,949768.0,3484146.0,21.0,97.0,,,,,27.26
2023-12-01,2065726.0,968888.0,59168924.0,1648074.0,97271164.0,24151785.0,1384029.0,3960652.0,26.0,136.0,1096838.0,1.85,1.69,6.82,34.94
2023-12-04,2141564.0,629473.0,59755461.0,1961568.0,96035897.0,20688725.0,794475.0,3091218.0,15.0,188.0,1512091.0,2.53,2.04,9.48,25.7
2023-12-05,2377812.0,958761.0,51014929.0,1532101.0,92132693.0,29177376.0,1210370.0,4181872.0,10.0,159.0,1419051.0,2.78,1.66,5.25,28.94
2023-12-06,2268246.0,978007.0,59955455.0,1031598.0,88383190.0,20206487.0,1226570.0,4548485.0,14.0,77.0,1290239.0,2.15,1.17,5.11,26.97
2023-12-07,,2460855.0,52420564.0,,94931115.0,26389308.0,1389984.0,4567343.0,23.0,108.0,,,,,30.43
2023-12-08,,917009.0,59868643.0,,95329893.0,23637820.0,1403798.0,4228343.0,14.0,182.0,,,,,33.2
2023-12-11,2740674.0,818714.0,58577064.0,1617394.0,93296848.0,23284321.0,920972.0,3907211.0,10.0,100.0,1921960.0,3.28,1.73,6.95,23.57
2023-12-12,2254079.0,726156.0,52653093.0,1289226.0,94143266.0,27018523.0,862777.0,4440434.0,27.0,198.0,1527923.0,2.9,1.37,4.77,19.43
2023-12-13,2550929.0,668964.0,53303457.0,1815673.0,97557857.0,20678841.0,1392797.0,4813924.0,25.0,61.0,1881965.0,3.53,1.86,8.78,28.93
2023-12-14,2689944.0,501015.0,55888997.0,1227286.0,84466134.0,25420712.0,908944.0,4288592.0,18.0,99.0,2188929.0,3.92,1.45,4.83,21.19
2023-12-15,2688105.0,561813.0,56944121.0,1437785.0,98331421.0,23452501.0,1343294.0,3032441.0,28.0,181.0,2126292.0,3.73,1.46,6.13,44.3
2023-12-18,2513758.0,1583136.0,56238795.0,2023490.0,90093205.0,28433840.0,936440.0,4286614.0,14.0,162.0,930622.0,1.65,2.25,7.12,21.85
2023-12-19,2940597.0,600497.0,54767348.0,1812461.0,92154297.0,22445840.0,1428342.0,3694489.0,11.0,63.0,2340100.0,4.27,1.97,8.07,38.66
2023-12-20,2983609.0,901631.0,50716756.0,1144097.0,99328547.0,25451973.0,1012727.0,3755612.0,24.0,81.0,2081977.9,4.11,1.15,4.5,26.97
2023-12-21,2365890.0,742926.0,58439834.0,1232732.0,83127748.0,21379904.0,707461.0,4897376.0,16.0,188.0,1622964.0,2.78,1.48,5.77,14.45
2023-12-22,2445101.0,612816.0,56790968.0,1909827.0,94722892.0,27353172.0,1324411.0,4664986.0,13.0,195.0,1832285.0,3.23,2.02,6.98,28.39
2023-12-26,2036631.0,628778.0,53751198.0,1669648.0,89223644.0,21437188.0,1496948.0,3044760.0,10.0,104.0,1407853.0,2.62,1.87,7.79,49.16
2023-12-27,2766577.0,562292.0,57369434.0,1613474.0,90758430.0,21656321.0,1172501.0,4047159.0,22.0,169.0,2204285.0,3.84,1.78,7.45,28.97
2023-12-28,2072991.0,785977.0,53138145.0,1924044.0,99661007.0,20538645.0,848586.0,3285622.0,29.0,124.0,1287014.0,2.42,1.93,9.37,25.83
2023-12-29,2004014.0,1905690.0,51226476.0,3768400.0,93863529.0,29960559.0,1083395.0,4962889.0,16.0,70.0,98324.0,0.19,4.01,12.58,21.83
